INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
University of Phoenix-Pennsylvania,42098854,2,,0.6369,0.6072,,,1641,0.58476236,14225,,1,4,3,0,0,11,17632,Graduate,Private for-profit,Mid East,City: Large,City
Tint School of Makeup & Cosmetology-Seattle,1293201,8,,0.3333,0.3496,,,,PrivacySuppressed,4800,,3,1,3,0,0,11,9471,Certificate,Private for-profit,Far West,City: Large,City
Centro de Estudios Multidisciplinarios-Mayaguez,2189106,9,,0.8762,0.0099,,,2100,0.356643357,3000,,1,3,3,0,0,13,6736,Bachelors,Private for-profit,Outlying,City: Small,City
Rabbinical College Ohr Yisroel,4230100,2,,0.5288,0,,,2167,,PrivacySuppressed,,1,3,2,0,0,11,6250,Bachelors,Private non-profit,Mid East,City: Large,City
Aveda Institute-Phoenix,4194501,6,,0.283,0.4038,,,,,10554,,3,1,3,0,0,12,14454,Certificate,Private for-profit,South West,City: Midsize,City
Dermal Science International Aesthetics and Nail Academy,4238700,5,,0.1639,0.1803,,,,,6333,,3,1,3,0,0,13,7822,Certificate,Private for-profit,South East,City: Small,City
BridgeValley Community & Technical College,4038600,5,,0.4509,0.3306,,,5508,0.545977012,5000,,2,2,1,0,0,22,4927,Associates,Public,South East,Suburb: Midsize,Suburb
Northwest College-Medford,2101005,8,,0.5069,0.5625,,,,0.465408805,9500,,2,1,3,0,0,13,9885,Certificate,Private for-profit,Far West,City: Small,City
Virginia College-Fort Pierce,3010635,5,,0.8543,0.5587,,,3050,0.294358375,11586,,2,1,3,0,0,21,18166,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Houston Training Schools-Gessner,2527505,6,,0.9091,0,,,,,PrivacySuppressed,,3,1,3,0,0,11,4452,Certificate,Private for-profit,South West,City: Large,City
Empire Beauty School-Buffalo,817812,2,,0.6961,0.6667,,,,0.368,8526,,3,1,3,0,0,13,13693,Certificate,Private for-profit,Mid East,City: Small,City
Paul Mitchell the School-Toledo,4149101,3,,0.7415,0.8293,,,,0.488095238,9833,,3,1,3,0,0,21,8623,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
Georgia Military College,157100,5,,0.6106,0.5462,,,3859,0.472636816,5063.5,,2,2,1,0,0,32,8747,Associates,Public,South East,Town: Distant,Town
New Horizons Medical Institute-Winder,4221101,5,,0.4033,0.3619,,,,,7230,,3,1,3,0,0,31,,Certificate,Private for-profit,South East,Town: Fringe,Town
SAE Institute of Technology-Chicago,3830301,3,,0.7568,0.9257,,,2708,0.630136986,11591,,2,2,3,0,0,11,21330,Associates,Private for-profit,Great Lakes,City: Large,City
Fountain of Youth Academy of Cosmetology,4236800,2,,0.1429,0.1905,,,,,PrivacySuppressed,,3,1,3,0,0,21,14972,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
California College San Diego,2110800,8,,0.7774,0.6393,,,10580,0.466019418,16476.5,,1,3,2,0,0,11,25257,Bachelors,Private non-profit,Far West,City: Large,City
West Coast University-Miami,3698308,5,,0.7174,0.7174,0.85,,7008,0.828066915,26500,,1,0,3,0,0,21,32216,Non-degree,Private for-profit,South East,Suburb: Large,Suburb
National American University-Houston,405739,6,,0.8,0.8784,,,4333,0.663541667,14279.5,,1,3,3,0,0,11,,Bachelors,Private for-profit,South West,City: Large,City
National American University-Harold D. Buckingham Graduate School,405738,6,,,,,,,0.663541667,14279.5,,1,4,3,0,0,11,,Graduate,Private for-profit,South West,City: Large,City
All Beauty College,4174201,6,,0.7326,0.686,,,,PrivacySuppressed,6333,,3,1,3,0,0,33,9804,Certificate,Private for-profit,South West,Town: Remote,Town
Aparicio-Levy Technical College,4194200,5,,0.0772,0,,,,,PrivacySuppressed,,3,1,1,0,0,21,5155,Certificate,Public,South East,Suburb: Large,Suburb
Fred D. Learey Technical College,4225800,5,,0.0321,0,,,,,PrivacySuppressed,,2,1,1,0,0,21,,Certificate,Public,South East,Suburb: Large,Suburb
The Vocational Nursing Institute Inc,4239700,6,,0.0833,0.0625,,,,,PrivacySuppressed,,3,1,2,0,0,21,25306,Certificate,Private non-profit,South West,Suburb: Large,Suburb
Hollywood Institute of Beauty Careers-West Palm Beach,4162502,5,,0.5702,0.5526,,,,PrivacySuppressed,6333,,3,1,3,0,0,13,20498,Certificate,Private for-profit,South East,City: Small,City
Hollywood Institute of Beauty Careers-Casselberry,4162503,5,,0.7018,0.6655,,,,PrivacySuppressed,6333,,3,1,3,0,0,21,21645,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Empire Beauty School-Cheltenham,1054214,2,,0.743,0.7757,,,,0.469135803,9500,,3,1,3,0,0,21,16594,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
High Tech High Graduate School of Education,4217400,8,,,,,,,,PrivacySuppressed,,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
Coachella Valley Beauty College-Beaumont,4115301,8,,0.6875,0.5313,,,,PrivacySuppressed,2099,,3,1,3,0,0,21,10910,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Dewey University-Mayaguez,3112110,9,,0.9468,0,,,6667,,4910,,2,2,2,0,0,13,2890,Associates,Private non-profit,Outlying,City: Small,City
Coastal Pines Technical College,551100,5,,0.5348,0,,,4014,,PrivacySuppressed,,2,2,1,0,0,33,10030,Associates,Public,South East,Town: Remote,Town
Studio Beauty School,4231000,8,,0.6522,0.6304,,,,,6333,,3,1,3,0,0,12,12023,Certificate,Private for-profit,Far West,City: Midsize,City
Latin Beauty Academy,4242000,5,,0.2763,0.0921,,,,,6956,,3,1,3,0,0,21,8029,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Associated Barber College of San Diego,4242500,8,,0.0926,0.037,,,,,9460,,3,1,3,0,0,11,20276,Certificate,Private for-profit,Far West,City: Large,City
ABCO Technology,4242600,8,,0,0,,,,,,,3,1,3,0,0,11,,Certificate,Private for-profit,Far West,City: Large,City
International Sports Sciences Association,4243400,8,,0,0,,,6250,,2678,,2,2,3,0,0,22,,Associates,Private for-profit,Far West,Suburb: Midsize,Suburb
International Hair and Barber Academy,4243600,5,,0.7143,0.7619,,,,,7666,,3,1,3,0,0,21,15620,Certificate,Private for-profit,South East,Suburb: Large,Suburb
University of Texas Health Science Center at Tyler,4243900,6,,,,,,6213,,,,1,4,1,0,0,41,,Graduate,Public,South West,Rural: Fringe,Rural
California Intercontinental University,4244000,8,,0,0,,,1054,,PrivacySuppressed,,1,4,3,0,0,12,,Graduate,Private for-profit,Far West,City: Midsize,City
Infinity College,4245400,5,,0.0199,0.0199,,,,,6333,,3,1,3,0,0,12,,Certificate,Private for-profit,South East,City: Midsize,City
United Healthcare Careers College,4245500,8,,0.6905,0,,,,,PrivacySuppressed,,3,1,3,0,0,11,10751,Certificate,Private for-profit,Far West,City: Large,City
MKG Beauty & Business,4246000,1,,0.1901,0.2562,,,,,6333,,3,1,3,0,0,21,15491,Certificate,Private for-profit,New England,Suburb: Large,Suburb
New Beginnings Beauty Academy,4247600,5,,0.1282,0,,,,,PrivacySuppressed,,3,1,3,0,0,13,7822,Certificate,Private for-profit,South East,City: Small,City
Dolce LLC The Academy,4249800,1,,0,0,,,,,PrivacySuppressed,,3,1,3,0,0,22,,Certificate,Private for-profit,New England,Suburb: Midsize,Suburb
The Beauty School,4238900,5,,0.1053,0.0526,,,,,PrivacySuppressed,,3,1,3,0,0,33,17350,Certificate,Private for-profit,South East,Town: Remote,Town
Atlantis University,4233900,5,,0.0667,0.0615,,,4167,,PrivacySuppressed,,1,3,3,0,0,11,11909,Bachelors,Private for-profit,South East,City: Large,City
Westchester School for Dental Assistant,4225500,2,,0.7466,0.5205,,,,,3156,,3,1,3,0,0,13,11966,Certificate,Private for-profit,Mid East,City: Small,City
K & G 5 Star Barber College,4236900,6,,1,1,,,,,16500,,3,0,3,0,0,22,14567,Non-degree,Private for-profit,South West,Suburb: Midsize,Suburb
Studio Incamminati,4232000,2,,0.0408,0.1224,,,,,PrivacySuppressed,,2,1,2,0,0,11,,Certificate,Private non-profit,Mid East,City: Large,City
Bet Medrash Gadol Ateret Torah,4227200,2,,0.6102,0,0.725,,4692,,PrivacySuppressed,,1,3,2,0,0,11,6284,Bachelors,Private non-profit,Mid East,City: Large,City
Yeshiva Gedola Ohr Yisrael,4207400,2,,0.075,0,0.25,,4971,,PrivacySuppressed,,1,3,2,0,0,11,,Bachelors,Private non-profit,Mid East,City: Large,City
Yeshiva Sholom Shachna,4231500,2,,0.4493,0,0.965517241,,3625,,PrivacySuppressed,,1,3,2,0,0,11,9351,Bachelors,Private non-profit,Mid East,City: Large,City
GDS Institute,4119800,8,,0.0281,0.0225,,,,,PrivacySuppressed,,3,1,3,0,0,21,17818,Certificate,Private for-profit,Far West,Suburb: Large,Suburb
Professional Academy of Cosmetology,4124600,2,,0,0,,,,,,,3,1,3,0,0,21,,Certificate,Private for-profit,Mid East,Suburb: Large,Suburb
Theatre of Arts,4158800,8,,0,0,0.703703704,,1516,,PrivacySuppressed,,2,2,3,0,0,11,,Associates,Private for-profit,Far West,City: Large,City
Westchester College of Nursing & Allied Health,4192500,8,,0.5294,0.5882,,,,,PrivacySuppressed,,3,1,3,0,0,11,31233,Certificate,Private for-profit,Far West,City: Large,City
School District of Indian River County-Technical Center for Career and Adult Education,4194000,5,,0.0048,0,,,,,PrivacySuppressed,,3,1,1,0,0,13,,Certificate,Public,South East,City: Small,City
American College of Barbering,4204800,5,,0.7143,0.7571,,,,,9500,,3,1,3,0,0,11,13367,Certificate,Private for-profit,South East,City: Large,City
Beth Medrash Meor Yitzchok,4210400,2,,0.2892,0,0.495238095,,3869,,PrivacySuppressed,,1,3,2,0,0,21,12064,Bachelors,Private non-profit,Mid East,Suburb: Large,Suburb
Mingo Extended Learning Center,4212400,5,,0.3846,0,,,,,PrivacySuppressed,,3,1,1,0,0,42,4668,Certificate,Public,South East,Rural: Distant,Rural
San Ignacio College,4216900,5,,0.2075,0.1509,,,,,PrivacySuppressed,,1,2,3,0,0,21,5990,Associates,Private for-profit,South East,Suburb: Large,Suburb
ZMS The Academy,4221700,8,,0.087,0.0543,,,,,PrivacySuppressed,,3,1,3,0,0,11,6658,Certificate,Private for-profit,Far West,City: Large,City
Valor Christian College,4224300,3,,0.3138,0.1489,,,4000,,5070,,2,2,2,0,0,11,8912,Associates,Private non-profit,Great Lakes,City: Large,City
Bethany Global University,4227800,4,,0.2261,0.0087,0.64516129,,4252,,5250,,1,4,2,0,0,13,6805,Graduate,Private non-profit,Plains,City: Small,City
Bella Academy of Cosmetology,4231400,3,,0.4783,0.4783,,,,,PrivacySuppressed,,2,1,3,0,0,13,6985,Certificate,Private for-profit,Great Lakes,City: Small,City
Princess Beauty School,4231800,3,,0.3684,0,,,,,PrivacySuppressed,,3,1,3,0,0,21,12471,Certificate,Private for-profit,Great Lakes,Suburb: Large,Suburb
HVAC Technical Institute,4232300,3,,0.0287,0.0345,,,,,6851,,3,1,3,0,0,11,16945,Certificate,Private for-profit,Great Lakes,City: Large,City
Unilatina International College,4233200,5,,0.0093,0.0093,,,3889,,PrivacySuppressed,,1,2,3,0,0,21,18577,Associates,Private for-profit,South East,Suburb: Large,Suburb
San Francisco School of Digital Filmmaking,4234000,8,,0.2353,0.2157,,,,,PrivacySuppressed,,3,1,3,0,0,11,32318,Certificate,Private for-profit,Far West,City: Large,City
Center for Ultrasound Research & Education,4234200,2,,0.0377,0.0849,,,,,,,2,1,3,0,0,13,,Certificate,Private for-profit,Mid East,City: Small,City
Culinary Tech Center,4234300,2,,0.3152,0.1812,,,,,6333,,3,1,3,0,0,11,17329,Certificate,Private for-profit,Mid East,City: Large,City
Randolph Technical Center,4234800,5,,0.5385,0,0.38,,,,PrivacySuppressed,,3,1,1,0,0,33,10797,Certificate,Public,South East,Town: Remote,Town
AMG School of Licensed Practical Nursing,4234900,2,,0,0,,,,,4750,,3,1,3,0,0,11,,Certificate,Private for-profit,Mid East,City: Large,City
Saint Michael College of Allied Health,4235400,5,,0.7222,0.7778,,,3248,,9499.5,,2,2,3,0,0,21,33380,Associates,Private for-profit,South East,Suburb: Large,Suburb
Presidio Graduate School,4235500,8,,,,,,12333,,PrivacySuppressed,,1,4,2,0,0,11,,Graduate,Private non-profit,Far West,City: Large,City
Sandra Academy of Salon Services Inc,4236400,5,,0.8772,0.6842,,,,,2692,,3,1,3,0,0,32,16489,Certificate,Private for-profit,South East,Town: Distant,Town
Wright Graduate University for the Realization of Human Potential,4237400,3,,,,,,,,PrivacySuppressed,,1,4,2,0,0,42,,Graduate,Private non-profit,Great Lakes,Rural: Distant,Rural
California Jazz Conservatory,4237600,8,,0,0.1029,1,,6034,,PrivacySuppressed,,1,3,2,0,0,12,18848,Bachelors,Private non-profit,Far West,City: Midsize,City
California Barber and Beauty College,4237800,8,,0.6854,0,,,,,PrivacySuppressed,,3,1,3,0,0,11,10128,Certificate,Private for-profit,Far West,City: Large,City
Laredo CHI Academy Beauty School,4238200,6,,0.5179,0.3929,,,,,5042,,3,1,3,0,0,12,11723,Certificate,Private for-profit,South West,City: Midsize,City
Florida International Training Institute,4238400,5,,0.9259,0.037,0.8,,,,PrivacySuppressed,,3,1,3,0,0,21,31326,Certificate,Private for-profit,South East,Suburb: Large,Suburb
The Training Domain,4238500,5,,0,0,,,,,,,3,1,3,0,0,21,,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Gould's Academy,4238600,5,,0.2315,0.2222,,,,,6891,,3,1,3,0,0,11,14943,Certificate,Private for-profit,South East,City: Large,City
Aviation Institute of Maintenance,4240200,8,,0.5,0.4844,,,,,7211.5,,2,1,3,0,0,11,27111,Certificate,Private for-profit,Far West,City: Large,City
Paul Mitchell the School-Tulsa,4240500,6,,0.4909,0.6121,,,,,6626,,3,1,3,0,0,11,12418,Certificate,Private for-profit,South West,City: Large,City
PPG Technical College,4240900,9,,0.3429,0,,,,,PrivacySuppressed,,3,1,3,0,0,13,7383,Certificate,Private for-profit,Outlying,City: Small,City
Wave Leadership College,4241500,5,,0.325,0.125,,,3200,,PrivacySuppressed,,2,2,2,0,0,11,14177,Associates,Private non-profit,South East,City: Large,City
Academy of Professional Cosmetology,4241800,5,,0.36,0.12,,,,,6211,,3,1,3,0,0,13,9687,Certificate,Private for-profit,South East,City: Small,City
Empire Beauty School-Northlake,2079416,5,,0.7791,0.8372,,,,0.458874459,9205,,3,0,3,0,0,21,14849,Non-degree,Private for-profit,South East,Suburb: Large,Suburb
Ross Medical Education Center-Huntsville,2099707,5,,0.6713,0.6923,,,,0.296614211,9500,,3,1,3,0,0,12,20285,Certificate,Private for-profit,South East,City: Midsize,City
Ross Medical Education Center-Knoxville,2533605,5,,0.5909,0.6364,,,,0.333333333,9500,,3,0,3,0,0,12,22620,Non-degree,Private for-profit,South East,City: Midsize,City
Jolie Health & Beauty Academy-Cherry Hill,2178902,2,,0,0,,,,PrivacySuppressed,7667,,3,0,3,0,0,21,,Non-degree,Private for-profit,Mid East,Suburb: Large,Suburb
Ross Medical Education Center-Muncie,2339706,3,,0.819,0.7524,,,,0.347958562,9500,,3,1,3,0,0,13,19499,Certificate,Private for-profit,Great Lakes,City: Small,City
Cortiva Institute-Florida-Texas Center for Massage Therapy,2279601,6,,0.7426,0.9142,,,,0.494318182,7917,,3,1,3,0,0,11,20183,Certificate,Private for-profit,South West,City: Large,City
Tulsa Welding School-Houston,961805,6,,0.6053,0.6941,,,,0.404049296,9098,,3,0,3,0,0,11,27313,Non-degree,Private for-profit,South West,City: Large,City
Pima Medical Institute-El Paso,2217123,6,,0.6574,0.7315,,,6256,0.451013926,8445,,2,2,3,0,0,11,9990,Associates,Private for-profit,South West,City: Large,City
Pima Medical Institute-Phoenix,4177101,6,,0.623,0.7131,,,4333,,7600,,2,2,3,0,0,11,22171,Associates,Private for-profit,South West,City: Large,City
Kennesaw State University,157700,5,1083,0.4002,0.5366,0.585508266,,6610,0.760906905,12500,,1,4,1,0,0,21,17675,Graduate,Public,South East,Suburb: Large,Suburb
All Beauty College,4174202,6,,0.7143,0.7619,,,,PrivacySuppressed,6333,,3,1,3,0,0,13,11109,Certificate,Private for-profit,South West,City: Small,City
Eastern Suffolk BOCES,2179402,2,,0,0,0.933333333,,,0.643835616,8856,,3,1,1,0,0,21,,Certificate,Public,Mid East,Suburb: Large,Suburb
Eastern Suffolk BOCES,2179403,2,,0,0,0.933333333,,,0.643835616,8856,,3,1,1,0,0,21,,Certificate,Public,Mid East,Suburb: Large,Suburb
Milligan College,351100,5,1128,0.3295,0.5719,0.651741294,,5634,0.847926267,19327,,1,4,2,0,0,22,19114,Graduate,Private non-profit,South East,Suburb: Midsize,Suburb
Chamberlain College of Nursing-Nevada,638515,8,,,,0.673611111,,6778,0.731261426,18750,,1,0,3,0,0,11,,Non-degree,Private for-profit,Far West,City: Large,City
Chamberlain College of Nursing-Michigan,638516,3,,,,0.673611111,,6226,0.731261426,18750,,1,0,3,0,0,13,,Non-degree,Private for-profit,Great Lakes,City: Small,City
Chamberlain College of Nursing-New Jersey,638517,2,,,,0.673611111,,6409,0.731261426,18750,,1,0,3,0,0,21,,Non-degree,Private for-profit,Mid East,Suburb: Large,Suburb
Hussian College-Relativity Campus California,746901,8,,0.2143,0.6071,0.52238806,,5917,0.527777778,13000,,1,0,3,0,0,11,46731,Non-degree,Private for-profit,Far West,City: Large,City
The University of Tennessee-Health Science Center,353006,5,1214,0.2582,0.723,0.762952989,,10513,0.839405421,14000,,1,4,1,0,0,11,,Graduate,Public,South East,City: Large,City
Unitech Training Academy-Metairie,3789305,5,,0.7804,0.8061,,,,0.260579065,6369,,3,1,3,0,0,12,22402,Certificate,Private for-profit,South East,City: Midsize,City
Wade Gordon Hairdressing Academy-Lubbock,4205201,6,,0.6875,0.75,,,,,9500,,3,1,3,0,0,12,16881,Certificate,Private for-profit,South West,City: Midsize,City
Protege Academy,4184701,3,,0.6038,0.7358,,,,PrivacySuppressed,9833,,3,1,3,0,0,32,8859,Certificate,Private for-profit,Great Lakes,Town: Distant,Town
Emory University-Oxford College,156401,5,1366,0.215,0.431,0.284887183,,8036,0.880895284,15500,,2,2,2,0,0,21,26718,Associates,Private non-profit,South East,Suburb: Large,Suburb
The Chicago School of Professional Psychology at Xavier University of Louisiana,2155308,5,,,,,,7263,PrivacySuppressed,3094,,1,0,2,0,0,11,,Non-degree,Private non-profit,South East,City: Large,City
Southern Regional Technical College,561500,5,,0.5453,0,,,4508,,PrivacySuppressed,,2,2,1,0,0,32,1761,Associates,Public,South East,Town: Distant,Town
Texas College of Cosmetology-Lubbock,3025002,6,,0.8696,0,,,,PrivacySuppressed,PrivacySuppressed,,3,1,3,0,0,12,11502,Certificate,Private for-profit,South West,City: Midsize,City
University of Arizona-South,108302,6,,0.5945,0.5945,0.764262314,,7074,0.836771845,13000,,1,4,1,0,0,13,,Graduate,Public,South West,City: Small,City
Fortis College-Cuyahoga Falls,941200,3,,0.7909,0.7452,,,4899,0.368992248,10802,,2,2,3,0,0,21,23811,Associates,Private for-profit,Great Lakes,Suburb: Large,Suburb
Sunstate Academy-Jones Technical Institute,2524002,5,,0.6852,0.7963,,,5475,0.391705069,7096,,2,1,3,0,0,11,19579,Certificate,Private for-profit,South East,City: Large,City
Texas State Technical College,363400,6,,0.5105,0.3218,,,4187,0.628531073,6334,,2,2,1,0,0,41,7391,Associates,Public,South West,Rural: Fringe,Rural
Aveda Institute Portland-Vancouver Campus,4171401,8,,0.6917,0.9098,,,,PrivacySuppressed,9577.5,,3,1,3,0,0,12,16971,Certificate,Private for-profit,Far West,City: Midsize,City
Arizona College-Las Vegas,3115002,8,,,,,,3750,0.321907601,9449,,1,0,3,0,0,11,,Non-degree,Private for-profit,Far West,City: Large,City
Florida Career College,2305801,5,,0.714,0.8337,,,5168,0.279273062,9500,,2,2,3,0,0,21,46561,Associates,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-West Palm Beach,2305802,5,,0.7233,0.7407,,,3900,0.279273062,9500,,2,2,3,0,0,21,41516,Associates,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-Hialeah,2305803,5,,0.8045,0.8451,,,,0.279273062,9500,,2,1,3,0,0,21,45330,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-Lauderdale Lakes,2305804,5,,0.8022,0.8022,,,7321,0.279273062,9500,,2,2,3,0,0,21,43304,Associates,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-Tampa,2305805,5,,0.7108,0.7332,,,,0.279273062,9500,,2,2,3,0,0,21,44466,Associates,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-Jacksonville,2305806,5,,0.6752,0.7425,,,5851,0.279273062,9500,,2,2,3,0,0,11,42056,Associates,Private for-profit,South East,City: Large,City
Florida Career College-Boynton Beach,2305807,5,,0.7383,0.7934,,,5067,0.279273062,9500,,2,2,3,0,0,21,44222,Associates,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-Margate,2305808,5,,0.7208,0.7226,,,3825,0.279273062,9500,,2,2,3,0,0,21,39910,Associates,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-Orlando,2305811,5,,0.6581,0.7129,,,,0.279273062,9500,,2,2,3,0,0,21,47203,Associates,Private for-profit,South East,Suburb: Large,Suburb
Florida Career College-UEI College-Phoenix,2305812,6,,0.6678,0.6944,,,3640,0.279273062,9500,,2,2,3,0,0,11,43104,Associates,Private for-profit,South West,City: Large,City
Florida Career College-UEI College-Houston,2305813,6,,0.7253,0.7051,,,3583,0.279273062,9500,,2,1,3,0,0,11,46056,Certificate,Private for-profit,South West,City: Large,City
Aveda Institute-Madison,3808301,3,,0.3714,0.7143,,,,PrivacySuppressed,6211,,2,1,3,0,0,12,12526,Certificate,Private for-profit,Great Lakes,City: Midsize,City
Husson University,204300,1,965,0.4615,0.7992,0.804937076,,7007,0.796033994,16132,,1,4,2,0,0,13,18559,Graduate,Private non-profit,New England,City: Small,City
Tricoci University of Beauty Culture-Elgin,4147101,3,,0.5333,0.5556,,,,PrivacySuppressed,8999,,3,1,3,0,0,12,,Certificate,Private for-profit,Great Lakes,City: Midsize,City
Concorde Career College-Southaven,2157101,5,,0.6077,0.5976,0.717916137,,3008,0.25794841,9500,,2,1,3,0,0,21,19495,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Universal Technical Institute-Southern California,822106,8,,,,,,,0.575375,14216,,3,0,3,0,0,11,,Non-degree,Private for-profit,Far West,City: Large,City
Northwest University-College of Adult and Professional Studies,378300,8,996,0.5552,0.8591,0.637075718,,6666,0.863387978,13000,,1,4,2,0,0,21,14594,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Celebrity Barber School,1288001,5,,0.2143,0.2143,,,,PrivacySuppressed,9500,,3,1,3,0,0,13,16925,Certificate,Private for-profit,South East,City: Small,City
California Institute of Advanced Management,4250600,8,,,,,,,,,,1,4,2,0,0,21,,Graduate,Private non-profit,Far West,Suburb: Large,Suburb
Academy of Interactive Entertainment,4248400,5,,0,0,0.724637681,,,,PrivacySuppressed,,3,1,2,0,0,12,,Certificate,Private non-profit,South East,City: Midsize,City
The Temple Annapolis-A Paul Mitchell Partner School,4151801,2,,0.4667,0.6667,,,,0.593220339,9833,,3,0,3,0,0,21,19228,Non-degree,Private for-profit,Mid East,Suburb: Large,Suburb
Troy University-Phenix City Campus,104703,5,1046,,,0.91865685,,,0.659047619,15000,49132.68,1,0,1,,,,,Non-degree,Public,South East,,
Troy University-Montgomery Campus,104755,5,1046,,,0.91865685,,,0.659047619,15000,49132.68,1,0,1,,,,,Non-degree,Public,South East,,
Troy University-Dothan Campus,104754,5,1046,,,0.91865685,,,0.659047619,15000,49132.68,1,0,1,,,,,Non-degree,Public,South East,,
Troy University-Online,104700,5,1046,,,0.91865685,,,0.659047619,15000,49132.68,1,0,1,,,,,Non-degree,Public,South East,,
Troy University-Support Locations,104700,5,1046,,,0.91865685,,,0.659047619,15000,,1,0,1,,,,,Non-degree,Public,South East,,
Arkansas College of Barbering and Hair Design,3023401,5,,,,,,,PrivacySuppressed,9500,,3,0,3,,,,,Non-degree,Private for-profit,South East,,
Harding School of Theology,109702,5,1135,,,0.992015968,,,0.837471783,19500,,1,0,2,,,,,Non-degree,Private non-profit,South East,,
Career Academy of Hair Design-Siloam Springs,2341702,5,,,,,,,0.465648855,6365,,3,0,3,,,,,Non-degree,Private for-profit,South East,,
Career Academy of Hair Design-Rogers,2341701,5,,,,,,,0.465648855,6365,,3,0,3,,,,,Non-degree,Private for-profit,South East,,
Career Academy of Hair Design-Fayetteville,2341703,5,,,,,,,0.465648855,6365,,3,0,3,,,,,Non-degree,Private for-profit,South East,,
University of Arkansas Community College at Hope - Texarkana,573201,5,,,,,,,PrivacySuppressed,2454.5,,2,0,1,,,,,Non-degree,Public,South East,,
Alliant International University-Fresno,1111707,8,,,,0.915492958,,,0.725806452,4000,,1,0,3,,,,,Non-degree,Private for-profit,Far West,,
Alliant International University-Los Angeles,1111705,8,,,,0.915492958,,,0.725806452,4000,,1,0,3,,,,,Non-degree,Private for-profit,Far West,,
Alliant International University-San Francisco,1111706,8,,,,0.915492958,,,0.725806452,4000,,1,0,3,,,,,Non-degree,Private for-profit,Far West,,
Alliant International University-Irvine,1111704,8,,,,0.915492958,,,0.725806452,4000,,1,0,3,,,,,Non-degree,Private for-profit,Far West,,
Alliant International University-Sacramento,1111710,8,,,,0.915492958,,,0.725806452,4000,,1,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Jose Campus,3131301,8,,,,,,,PrivacySuppressed,11588.5,,1,0,3,,,,,Non-degree,Private for-profit,Far West,,
Golden Gate University-Los Angeles,120518,8,,,,,,,PrivacySuppressed,20439,77146.23,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Golden Gate University-Seattle,120522,8,,,,,,,PrivacySuppressed,20439,77146.23,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Golden Gate University-Silicon Valley,120504,8,,,,,,,PrivacySuppressed,20439,77146.23,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Humphreys College-Modesto,121203,8,,,,,,,0.475409836,20000,54713.65,2,0,2,,,,,Non-degree,Private non-profit,Far West,,
International School of Cosmetology,2255401,8,,,,,,,PrivacySuppressed,10556,,3,0,3,,,,,Non-degree,Private for-profit,Far West,,
ATEP at IVC,2539501,8,,,,,,,PrivacySuppressed,5500,,2,0,1,,,,,Non-degree,Public,Far West,,
Life Pacific College-Ignite,2270602,5,901,,,0.638392857,,,0.787234043,13000,,2,0,2,,,,,Non-degree,Private non-profit,South East,,
Marymount University - Waterfront Campus,1047402,8,,,,,,,0.611111111,14000,,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
Mount Saint Mary's University - Doheny Campus,124301,8,915,,,0.765267968,,,0.799682035,20000,59943.9,1,0,2,,,,,Non-degree,Private non-profit,Far West,,
San Diego State University-Imperial Valley Campus,115101,8,1130,,,0.344126264,,,0.755839058,13938.5,,1,0,1,,,,,Non-degree,Public,Far West,,
San Joaquin General Hospital School of Radiation Technology,128001,8,,,,,,,0.536723164,4418.5,54829.78,2,0,1,,,,,Non-degree,Public,Far West,,
San Joaquin Valley College - Hanford,2120705,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Online,2120700,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
San Joaquin Valley College-Bakersfield,2120703,8,,,,,,,0.37727534,9988,,2,0,3,,,,,Non-degree,Private for-profit,Far West,,
