YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2005,author,4/27/05,Media,Christina Hoff Sommers
2005,economist,4/28/05,Academic,Steven Levitt
2005,Basketball player,2004/4/5,Athletics,Reggie Miller
2005,Journalist,2004/5/5,Media,Thomas L. Friedman
2005,actor,2004/6/5,Acting,Matthew McConaughey
2005,actress,2004/7/5,Acting,Drew Barrymore
2005,Comedian,2005/10/5,Comedy,Wanda Sykes
2005,television personality,2005/11/5,Media,Al Roker
2005,television actress,2005/12/5,Acting,Tracey Ullman
2005,Former United States Senator,2005/2/5,Politician,Zell Miller
2005,journalist,2005/3/5,Media,Christiane Amanpour
2005,journalist,5/31/05,Media,Gerald Posner
2005,actor,2005/4/5,Acting,Martin Short
2005,Former Governor of Pennsylvania,2005/5/5,Politician,Tom Ridge
2005,film actress,2005/9/5,Acting,Kathleen Turner
2005,singer,2006/1/5,Musician,Bo Bice
2005,Scholar,6/13/05,Academic,Larry Diamond
2005,actor,6/14/05,Acting,Will Ferrell
2005,professor,6/15/05,Academic,Flynt Leverett
2005,writer,6/16/05,Media,Kenneth Timmerman
2005,actor,2006/2/5,Acting,Russell Crowe
2005,Musician,6/20/05,Musician,Ringo Starr
2005,singer-songwriter,6/21/05,Musician,Dwight Yoakam
2005,former white house press secretary,6/22/05,Political Aide,Bill Moyers
2005,former governor of vermont,6/23/05,Politician,Howard Dean
2005,author,6/27/05,Media,Hanna Rosin
2005,Documentary Filmmaker,6/28/05,Media,Morgan Spurlock
2005,Former U.S. Representative,2006/6/5,Politician,Newt Gingrich
2005,Author,2006/7/5,Media,Steven Johnson
2005,former us secretary of defense,2006/8/5,Politician,Colin Powell
2005,Journalist,2006/9/5,Media,Matt Lauer
2005,professor,2007/11/5,Academic,Marci Hamilton
2005,Author,2007/12/5,Media,Matt Taibbi
2005,writer,7/13/05,Media,Bernard Goldberg
2005,Journalist,7/14/05,Media,Michael Isikoff
2005,journalist,7/18/05,Media,Carl Bernstein
2005,journalist,7/18/05,Media,Bob Woodward
2005,actor,7/19/05,Acting,Billy Bob Thornton
2005,radio host,7/20/05,Media,Robert F. Kennedy Jr.
2005,journalist,7/21/05,Media,Fareed Zakaria
2005,us senator,7/25/05,Politician,Sen. Rick Santorum
2005,actress,7/26/05,Acting,Diane Lane
2005,sportscaster,7/27/05,Media,Bob Costas
2005,actress,7/28/05,Acting,Maggie Gyllenhaal
2005,journalist,2008/10/5,Media,John Hockenberry
2005,rapper,2008/11/5,Musician,Andr???? Benjamin
2005,actor,8/15/05,Acting,Steve Carell
2005,Journalist,8/16/05,Media,Seymour Hersh
2005,novelist,8/17/05,Media,John Irving
2005,author,8/18/05,Media,"John H. Richardson, Jr."
2005,us senator,2008/2/5,Politician,Sen. Joe Biden
2005,television host,8/22/05,Media,Chris Wallace
2005,Film actress,8/23/05,Acting,Rachel Weisz
2005,us senator,8/24/05,Politician,Sen. Trent Lott
2005,author,8/25/05,Media,Christopher Hitchens
2005,author,2008/3/5,Media,John Crawford
2005,Broadcaster,2008/4/5,Media,Miles O'Brien
2005,actor,2008/8/5,Acting,Paul Rudd
2005,actress,2008/9/5,Acting,Kate Hudson
2005,journalist,2009/12/5,Media,Chris Mooney
2005,Writer,9/13/05,Media,Kurt Vonnegut
2005,historian,9/14/05,Academic,Dr. Edward J. Larson
2005,mathematician,9/14/05,Academic,Dr. William A. Dembski
2005,psychic,9/14/05,Misc,Ellie Crystal
2005,actress,9/15/05,Acting,Gwyneth Paltrow
2005,actor,9/20/05,Acting,Alan Alda
2005,Comedian,9/21/05,Comedy,Ricky Gervais
2005,actor,9/22/05,Acting,George Clooney
2005,author,9/26/05,Media,Dr. Irwin Redlener
2005,actor,9/27/05,Acting,Viggo Mortensen
2005,comedian,9/28/05,Comedy,Jeff Garlin
2005,us senator,9/29/05,Politician,Sen. Chuck Schumer
2005,doctor,2009/6/5,Science,Dr. Marc Siegel
2005,actor,2009/7/5,Acting,Samuel L. Jackson
2005,journalist,2009/8/5,Media,Brian Williams
2006,actor,2001/10/6,Acting,Albert Brooks
2006,Broadcaster,2001/11/6,Media,Peter Bergen
2006,lawyer,2001/12/6,Misc,Edward Lazarus
2006,author,1/16/06,Media,Eugene Jarecki
2006,diplomat,1/17/06,Government,L. Paul Bremer
2006,lawyer,1/18/06,Misc,R. James Woolsey
2006,actor,1/19/06,Acting,Josh Lucas
2006,commentator,1/23/06,Media,Fred Barnes
2006,Professor,1/24/06,Academic,Reza Aslan
2006,actor,1/25/06,Acting,Anthony Hopkins
2006,intellectual,1/26/06,Academic,Bernard-Henri L????vy
2006,singer,1/30/06,Musician,Randy Jackson
2006,basketball player,1/31/06,Athletics,Charles Barkley
2006,journalist,2001/4/6,Media,George Packer
2006,actor,2001/5/6,Acting,Pierce Brosnan
2006,journalist,2001/9/6,Media,James Risen
2006,stand-up comedian,2010/10/6,Comedy,David Cross
2006,television personality,2010/11/6,Media,Lou Dobbs
2006,journalist,2010/12/6,Media,David Mark
2006,essayist,10/16/06,Media,Frank Rich
2006,actress,10/17/06,Acting,Amy Sedaris
2006,former governor of missouri,10/18/06,Politician,John Ashcroft
2006,actress,10/19/06,Acting,Kirsten Dunst
2006,Former United States Senator,2010/2/6,Politician,Trent Lott
2006,stand-up comedian,2010/3/6,Comedy,Dennis Miller
2006,basketball player,10/30/06,Athletics,LeBron James
2006,political scientist,10/31/06,Consultant,John Mueller
2006,political scientist,2010/4/6,Consultant,Ian Bremmer
2006,writer,2010/5/6,Media,David Rakoff
2006,former white house chief of staff,2010/9/6,Politician,James Baker
2006,,2011/1/6,,None
2006,actress,11/13/06,Acting,Tina Fey
2006,former american senator,11/14/06,Politician,John Edwards
2006,Broadcaster,11/15/06,Media,Ted Koppel
2006,Entrepreneur,11/16/06,Business,Muhammad Yunus
2006,actor,2011/2/6,Acting,Sacha Baron Cohen
2006,Mayor of Chicago,11/27/06,Politician,Rahm Emanuel
2006,Singer-songwriter,11/28/06,Musician,Tom Waits
2006,actor,11/29/06,Acting,George Clooney
2006,Rock duo,11/30/06,Musician,Tenacious D
2006,comedian,2011/6/6,Comedy,Jerry Seinfeld
2006,journalist,2011/7/6,Media,Dan Rather
2006,former governor of vermont,2011/8/6,Politician,Howard Dean
2006,actor,2011/9/6,Acting,Dustin Hoffman
2006,former governor of rhode island,2012/11/6,Politician,Lincoln Chafee
2006,journalist,2012/12/6,Media,Fareed Zakaria
2006,Comedian,12/13/06,Comedy,Ricky Gervais
2006,Journalist,12/14/06,Media,Rajiv Chandrasekaran
2006,United States Secretary of Agriculture,12/18/06,Politician,Tom Vilsack
2006,commentator,12/19/06,Media,Bill Kristol
2006,actor,12/20/06,Acting,Ben Stiller
2006,actor,2012/4/6,Acting,Nathan Lane
2006,former us senator,2012/5/6,Politician,John Danforth
2006,author,2012/6/6,Media,Eve Herold
2006,high-altitude mountaineer,2012/7/6,Athletics,Ed Viesturs
2006,Historian,2002/1/6,Academic,Michael Beschloss
2006,astronaut,2/13/06,Science,Astronaut Mike Mullane
2006,Economist,2/14/06,Academic,Peter Tertzakian
2006,actress,2/15/06,Acting,Julianne Moore
2006,actor,2/16/06,Acting,Ed Harris
2006,journalist,2002/2/6,Media,"Robert O'Harrow, Jr."
2006,Author,2/21/06,Media,Sarah Vowell
2006,actor,2/22/06,Acting,Matthew Fox
2006,Film critic,2/23/06,Media,Roger Ebert
2006,communications consultant,2002/7/6,Political Aide,Torie Clarke
2006,actor,2002/8/6,Acting,Harrison Ford
2006,actor,2002/9/6,Acting,Will Arnett
2006,author,3/13/06,Media,Eric Burns
2006,scholar,3/14/06,Academic,Bart Ehrman
2006,actress,3/15/06,Acting,Natalie Portman
2006,actor,3/16/06,Acting,Vin Diesel
2006,actor,3/20/06,Acting,Clive Owen
2006,author,3/21/06,Media,Georges Sada
2006,us senator,3/22/06,Politician,Senator Russ Feingold
2006,Professor,3/23/06,Academic,Michael Mandelbaum
2006,journalist,3/27/06,Media,Michael Gordon
2006,journalist,3/28/06,Media,Fareed Zakaria
2006,Singer,3/29/06,Musician,Queen Latifah
2006,actress,3/30/06,Acting,Sharon Stone
2006,author,2003/7/6,Media,Eugene Linden
2006,Singer-songwriter,2003/8/6,Musician,Neil Young
2006,historian,2003/9/6,Academic,Bruce Bartlett
2006,editor,4/17/06,Media,Jon Meacham
2006,journalist,4/18/06,Media,Ryan Nerz
2006,actor,4/19/06,Acting,Dennis Quaid
2006,Former United States Senator,4/20/06,Politician,Ted Kennedy
2006,israeli official,4/24/06,Government,Efraim Halevy
2006,actor,4/25/06,Acting,Tom Selleck
2006,Author,4/26/06,Media,Kimberley Strassel
2006,actor,4/27/06,Acting,Robin Williams
2006,Comedian,2004/3/6,Comedy,Ricky Gervais
2006,Author,2004/4/6,Media,Studs Terkel
2006,military,2004/5/6,Military,Tony Zinni
2006,actor,2004/6/6,Acting,Josh Hartnett
2006,Journalist,2005/1/6,Media,Matthew Continetti
2006,comedian,2005/10/6,Comedy,Billy Connolly
2006,political scientist,2005/11/6,Consultant,Francis Fukuyama
2006,former governor of vermont,5/15/06,Politician,Howard Dean
2006,actor,5/16/06,Acting,Denis Leary
2006,Columnist,5/17/06,Media,Ramesh Ponnuru
2006,Singer-songwriter,5/18/06,Musician,Willie Nelson
2006,Former United States Secretary of State,2005/2/6,Politician,Madeleine Albright
2006,inspector general of homeland security department,2005/3/6,Government,Clark Kent Ervin
2006,actor,2005/4/6,Acting,John Malkovich
2006,journalist,2005/8/6,Media,David Remnick
2006,reporter,2005/9/6,Media,Eric Shawn
2006,journalist,2006/12/6,Media,Thomas Friedman
2006,American Political figure,6/13/06,Politician,Ken Mehlman
2006,journalist,6/14/06,Media,Tim Russert
2006,comedian,6/15/06,Comedy,Louis C.K.
2006,journalist,6/19/06,Media,Calvin Trillin
2006,journalist,6/20/06,Media,Juliet Eilperin
2006,journalist,6/21/06,Media,Anderson Cooper
2006,actor,6/22/06,Acting,Adam Sandler
2006,Professional Road Racing Cyclist,6/26/06,Athletics,Lance Armstrong
2006,author,6/27/06,Media,Helen Thomas
2006,former vice president,6/28/06,Politician,Al Gore
2006,actor,6/29/06,Acting,Kevin Spacey
2006,author,2006/5/6,Media,Caroline Kennedy
2006,former us secretary of education,2006/6/6,Politician,William John Bennett
2006,actress,2006/7/6,Acting,Bonnie Hunt
2006,actress,2006/8/6,Acting,Lily Tomlin
2006,telvision actor,2007/10/6,Acting,Ilario Pantano
2006,former white house counsel,2007/11/6,Political Aide,John Dean
2006,actor,2007/12/6,Acting,Shawn Wayans
2006,actor,7/13/06,Acting,Owen Wilson
2006,lawyer,7/17/06,Misc,Gordon G. Chang
2006,Film director,7/18/06,Media,M. Night Shyamalan
2006,author,7/19/06,Media,James Maguire
2006,actor,7/20/06,Acting,Paul Giamatti
2006,us senator,7/24/06,Politician,John McCain
2006,actor,7/25/06,Acting,Edward Burns
2006,Journalist,7/26/06,Media,Sharon Weinberger
2006,political expert,7/27/06,Consultant,Alon Ben-Meir
2006,actor,7/31/06,Acting,Will Ferrell
2006,Academic,2008/1/6,Academic,Vali Nasr
2006,race car driver,2008/10/6,Athletics,"Dale Earnhardt, Jr."
2006,Journalist,8/14/06,Media,Thomas E. Ricks
2006,actor,8/15/06,Acting,Samuel L. Jackson
2006,Former Governor of New Jersey,8/16/06,Politician,Thomas Kean
2006,actor,8/17/06,Acting,Matt Dillon
2006,filmmaker,2008/2/6,Media,Chris Paine
2006,Professor,8/21/06,Academic,Reza Aslan
2006,Former member of the United States Senate,8/22/06,Politician,William Cohen
2006,author,8/23/06,Media,Frederick S. Lane
2006,actor,8/24/06,Acting,Martin Short
2006,actor,2008/3/6,Acting,Danny DeVito
2006,journalist,2008/8/6,Media,Brian Williams
2006,editor,2008/9/6,Media,Craig Glenday
2006,actress,2009/11/6,Acting,Maggie Gyllenhaal
2006,former us senator,2009/12/6,Politician,Gary Hart
2006,political figure,9/13/06,Politician,Ed Gillespie
2006,Stand-up comedian,9/14/06,Comedy,Norm Macdonald
2006,us president,9/18/06,Politician,Bill Clinton
2006,actor,9/19/06,Acting,Ben Affleck
2006,stunt perfomrer,9/20/06,Acting,Johnny Knoxville
2006,documentarian,9/21/06,Media,CC Goldwater
2006,Former Assistant to the President for Communications,9/25/06,Political Aide,Pat Buchanan
2006,Former President of Pakistan,9/26/06,Politician,Pervez Musharraf
2006,united states senator,9/27/06,Politician,Al Franken
2006,former governor of new jersey,9/28/06,Politician,Jim McGreevey
2007,actress,2001/1/7,Acting,Meryl Streep
2007,author,2001/1/7,Media,Sam Sheridan
2007,former governor of arkansas,2001/10/7,Politician,Fmr. Gov. Mike Huckabee
2007,Film actor,2001/11/7,Acting,Peter O'Toole
2007,author,1/15/07,Media,Josh Bernstein
2007,Historian,1/16/07,Academic,Michael Oren
2007,american football wide reciever,1/17/07,Athletics,Jerry Rice
2007,actress,1/18/07,Acting,Robin Wright Penn
2007,military,1/22/07,Military,Gen. Rupert Smith
2007,Governor of Virginia,1/23/07,Politician,Terry McAuliffe
2007,Former White House Press Secretary,1/24/07,Political Aide,Scott McClellan
2007,us senator,1/25/07,Politician,Sen. Chuck Schumer
2007,busines magnate,1/29/07,Business,Bill Gates
2007,Astrophysicist,1/30/07,Science,Neil deGrasse Tyson
2007,us senator,1/31/07,Politician,Sen. Joe Biden
2007,comedian,2001/8/7,Comedy,Louis C.K.
2007,philosopher,2001/9/7,Academic,Harry Frankfurt
2007,commentator,2010/1/7,Media,Jack Cafferty
2007,Author,2010/10/7,Media,Lynne Cheney
2007,journalist,2010/11/7,Media,Howard Kurtz
2007,Former White House Press Secretary,10/15/07,Political Aide,Tony Snow
2007,Comedian,10/16/07,Comedy,Stephen Colbert
2007,actor,10/17/07,Acting,Jake Gyllenhaal
2007,actor,10/18/07,Acting,Ben Affleck
2007,commentator,2010/2/7,Media,Chris Matthews
2007,Columnist,10/29/07,Media,Michael Gerson
2007,Broadcaster,2010/3/7,Media,Ted Koppel
2007,author,10/30/07,Media,Valerie Plame Wilson
2007,baseball player,10/31/07,Athletics,David Wright
2007,law professor,2010/4/7,Academic,Jack Goldsmith
2007,Former President of Mexico,2010/8/7,Politician,Vicente Fox
2007,American football running back,2010/9/7,Athletics,Tiki Barber
2007,comedian,2011/1/7,Comedy,Jerry Seinfeld
2007,actress,2002/1/7,Acting,Sienna Miller
2007,academic,2002/12/7,Academic,Jeffrey Rosen
2007,author,2/13/07,Media,Christopher Horner
2007,author,2/14/07,Media,Ishmael Beah
2007,journalist,2/15/07,Media,Meredith Vieira
2007,entrepreneur,2/26/07,Business,Craig Newmark
2007,basketball player,2/27/07,Athletics,John Amaechi
2007,actor,2/28/07,Acting,Jake Gyllenhaal
2007,Chef,2002/5/7,Misc,Walter Scheib
2007,television host,2002/6/7,Media,Mike Rowe
2007,activist,2002/7/7,Advocacy,Ralph Nader
2007,musician,2002/8/7,Musician,John Mellencamp
2007,minister,2003/1/7,Clergy,Rev. Al Sharpton
2007,us senator,2003/12/7,Politician,Sen. Christopher Dodd
2007,director,3/13/07,Media,John Waters
2007,Former United States National Security Advisor,3/14/07,Government,Zbigniew Brzezinski
2007,actress,3/15/07,Acting,Sandra Bullock
2007,Professor,3/19/07,Academic,Stephen Prothero
2007,lawyer,3/20/07,Misc,John Bolton
2007,journalist,3/21/07,Media,Chris Hansen
2007,actor,3/22/07,Acting,Don Cheadle
2007,us senator,3/26/07,Politician,Sen. John Kerry
2007,stand-up comedian,3/27/07,Comedy,Dennis Miller
2007,former governor of new mexico,3/28/07,Politician,Gov. Bill Richardson
2007,Psychologist,3/29/07,Academic,Philip Zimbardo
2007,journalist,2003/5/7,Media,Bob Woodruff
2007,Surgeon,2003/6/7,Science,Richard Jadick
2007,Trumpeter,2003/7/7,Musician,Wynton Marsalis
2007,0,2003/8/7,,John Bambenek
2007,physician,2003/8/7,Science,Dr. Sharon Moalem
2007,Writer,2004/10/7,Media,Walter Isaacson
2007,actress,2004/11/7,Acting,Halle Berry
2007,Writer,2004/12/7,Media,Richard Preston
2007,former white house chief of staff,4/16/07,Politician,Andrew Card
2007,television Actor,4/17/07,Acting,Sig Hansen
2007,minister of defense,4/18/07,Politician,Ali Allawi
2007,editor,4/19/07,Media,Jeremy Scahill
2007,Reporter,4/23/07,Media,Matthew Cooper
2007,us senator,4/24/07,Politician,Sen. John McCain
2007,comedian,4/25/07,Comedy,Garry Shandling
2007,actor,4/26/07,Acting,Richard Gere
2007,author,4/30/07,Media,Christopher Hitchens
2007,former american senator,2004/9/7,Politician,Bill Bradley
2007,actor,2005/1/7,Acting,Tobey Maguire
2007,Professor,2005/10/7,Academic,Reza Aslan
2007,broadcaster,5/14/07,Media,Jeremy Paxman
2007,journalist,5/15/07,Media,Tim Russert
2007,comedian,5/16/07,Comedy,Don Rickles
2007,editor,5/17/07,Media,Brink Lindsey
2007,Film-maker,2005/2/7,Media,Pierre Rehov
2007,Journalist,5/21/07,Media,Zaki Chehab
2007,Former United States Secretary of Education,5/22/07,Politician,Margaret Spellings
2007,military,5/23/07,Military,Lt. Col. Kevin Robbins
2007,former vice president,5/24/07,Politician,Al Gore
2007,Broadcaster,2005/3/7,Media,Ted Koppel
2007,writer,2005/7/7,Media,Lee Gutkind
2007,professor,2005/8/7,Academic,George Tenet
2007,Historian,2005/9/7,Academic,Michael Beschloss
2007,comedian,2006/11/7,Comedy,David Steinberg
2007,political consultant,2006/12/7,Consultant,Robert Shrum
2007,historian,6/13/07,Academic,Allan Brandt
2007,actress,6/14/07,Acting,Angelina Jolie
2007,actor,6/18/07,Acting,Steve Carell
2007,journalist,6/19/07,Media,Brian Williams
2007,journalist,6/20/07,Media,Fareed Zakaria
2007,writer,6/21/07,Media,Greg Bear
2007,journalist,6/25/07,Media,Steve Vogel
2007,actor,6/26/07,Acting,Bruce Willis
2007,Filmmaker,6/27/07,Media,Michael Moore
2007,actress,6/28/07,Acting,Claire Danes
2007,us representative,2006/4/7,Politician,Rep. Ron Paul
2007,actor,2006/5/7,Acting,Paul Rudd
2007,Pundit,2006/6/7,Consultant,Michael Barone
2007,stand-up comedian,2006/7/7,Comedy,Eddie Izzard
2007,broadcaster,7/16/07,Media,Josh Rushing
2007,actor,7/17/07,Acting,Christopher Walken
2007,Cartoonist,7/18/07,Media,Matt Groening
2007,actor,7/19/07,Acting,Adam Sandler
2007,Astrophysicist,7/23/07,Science,Neil deGrasse Tyson
2007,professor,7/24/07,Academic,Robert Pallitto
2007,Correspondent,7/25/07,Media,Rob Gifford
2007,Historian,7/26/07,Academic,Robert Dallek
2007,journalist,7/30/07,Media,Alastair Campbell
2007,advocate,7/31/07,Advocacy,Lewis Gordon Pugh
2007,author,2008/1/7,Media,Jed Babbin
2007,commentator,8/13/07,Media,Bill Kristol
2007,actor,8/14/07,Acting,Denis Leary
2007,Columnist,8/15/07,Media,Stephen F. Hayes
2007,us senator,8/16/07,Politician,Sen. John McCain
2007,actor,2008/2/7,Acting,Matt Damon
2007,Author,8/20/07,Media,Nikolas Kozloff
2007,author,8/21/07,Media,Alan Weisman
2007,us senator,8/22/07,Politician,Sen. Barack Obama
2007,military,8/23/07,Military,Lt. Col. John Nagl
2007,actor,2008/7/7,Acting,Andy Samberg
2007,us senator,2008/8/7,Politician,Sen. Joe Biden
2007,Writer,2008/9/7,Media,Tal Ben-Shahar
2007,comedian,2009/10/7,Comedy,Jeff Garlin
2007,actress,2009/11/7,Acting,Jodie Foster
2007,Freelance writer,2009/12/7,Media,Robert Draper
2007,journalist,9/13/07,Media,Douglas Farah
2007,economist,9/18/07,Academic,Alan Greenspan
2007,political figure,9/19/07,Politician,Gen. Wesley Clark
2007,president,9/20/07,Politician,President Bill Clinton
2007,author,9/24/07,Media,John Bowe
2007,president,9/25/07,Politician,President Evo Morales
2007,actor,9/26/07,Acting,Jamie Foxx
2007,Filmmaker,9/27/07,Media,Ken Burns
2008,Author,2001/1/8,Media,Peggy Noonan
2008,Consultant,2001/1/8,Political Aide,Tim Gunn
2008,television host,2001/1/8,Media,Conan O'Brien
2008,television personality,2001/10/8,Media,Lou Dobbs
2008,journalist,1/14/08,Media,Fareed Zakaria
2008,lawyer,1/15/08,Misc,John Bolton
2008,columnist,1/16/08,Media,Jonah Goldberg
2008,consultant,1/17/08,Political Aide,Allen Raymond
2008,editor,1/21/08,Media,Jon Meacham
2008,writer,1/22/08,Media,Jim Wallis
2008,Political satirist,1/23/08,Media,P. J. O'Rourke
2008,journalist,1/24/08,Media,Gerri Willis
2008,American football quarterback,1/28/08,Athletics,Phil Simms
2008,biographer,1/29/08,Media,Doris Kearns Goodwin
2008,Author,1/30/08,Media,Peggy Noonan
2008,correspondent,1/31/08,Media,Karen Tumulty
2008,television Actor,2001/7/8,Acting,Ronald Seeber
2008,commentator,2001/8/8,Media,David Frum
2008,author,2001/9/8,Media,John Zogby
2008,editor,2010/1/8,Media,Gideon Rose
2008,author,10/13/08,Media,Amity Shlaes
2008,former white house press secretary,10/14/08,Political Aide,Ari Fleischer
2008,Comedian,10/15/08,Comedy,Richard Lewis
2008,Former United States Secretary of Labor,10/16/08,Politician,Robert Reich
2008,actor,2010/2/8,Acting,Clint Eastwood
2008,author,10/20/08,Media,Eugene Jarecki
2008,author of novels,10/21/08,Media,Christopher Buckley
2008,Journalist,10/22/08,Media,Tom Brokaw
2008,former us senator,10/23/08,Politician,Jon Corzine
2008,reporter,10/27/08,Media,Campbell Brown
2008,Comedian,10/28/08,Comedy,Steve Martin
2008,us president,10/29/08,Politician,Barack Obama
2008,commentator,10/30/08,Media,Bill Kristol
2008,actor,2010/6/8,Acting,Tim Robbins
2008,Author,2010/7/8,Media,Sarah Vowell
2008,First Lady of the United States,2010/8/8,Politician,Michelle Obama
2008,actor,2010/9/8,Acting,Robert De Niro
2008,Journalist,2011/11/8,Media,Thomas L. Friedman
2008,Business magnate,2011/12/8,Business,T. Boone Pickens
2008,television host,11/13/08,Media,Bill O'Reilly
2008,journalist,11/17/08,Media,David Frost
2008,actor,11/18/08,Acting,Denis Leary
2008,editor,11/19/08,Media,Jon Meacham
2008,Stand-up comedian,11/20/08,Comedy,Richard Belzer
2008,biographer,2011/3/8,Media,Doris Kearns Goodwin
2008,,2011/4/8,,Indecision 2008 Live Election Night Special
2008,television host,2011/5/8,Media,Chris Wallace
2008,actor,2011/6/8,Acting,Paul Rudd
2008,actress,2012/1/8,Acting,Anne Hathaway
2008,comedian,2012/10/8,Comedy,Don Rickles
2008,actor,2012/11/8,Acting,Philip Seymour Hoffman
2008,journalist,2012/2/8,Media,Calvin Trillin
2008,author,2012/3/8,Media,Arianna Huffington
2008,Film director,2012/4/8,Media,Ron Howard
2008,Author,2012/8/8,Media,Matthew Alexander
2008,Former Governor of Arkansas,2012/9/8,Politician,Mike Huckabee
2008,author,2002/11/8,Media,Philip Shenon
2008,commentator,2002/12/8,Media,Bill Kristol
2008,author,2/13/08,Media,Mark Siegel
2008,writer,2/14/08,Media,Lee Siegel
2008,Former United States Secretary of State,2/26/08,Politician,Madeleine Albright
2008,professor,2/27/08,Academic,Allen Guelzo
2008,journalist,2/28/08,Media,Brian Williams
2008,Comedian,2002/4/8,Comedy,Stephen Colbert
2008,television host,2002/5/8,Media,Chris Wallace
2008,Journalist,2002/6/8,Media,Tom Brokaw
2008,Writer,2002/7/8,Media,Laton McCartney
2008,military,2003/10/8,Military,Lt. Gen. William B. Caldwell
2008,political advocate,2003/11/8,Advocacy,Grover G. Norquist
2008,Journalist,2003/12/8,Media,Ronald Kessler
2008,former white house press secretary,3/13/08,Political Aide,Dana Perino
2008,author,3/17/08,Media,Brian Fagan
2008,economist,3/18/08,Academic,Jeffrey Sachs
2008,former us senator,3/19/08,Politician,Arlen Specter
2008,journalist,3/20/08,Media,Alex Kingsbury
2008,former us secretary of state,2003/3/8,Politician,Hillary Clinton
2008,us secretary of defense,3/31/08,Politician,Chuck Hagel
2008,activist,2003/4/8,Advocacy,Ralph Nader
2008,Author,2003/5/8,Media,Martin Fletcher
2008,Former U.S. senator,2003/6/8,Politician,Tom Daschle
2008,Neuroscientist,2004/1/8,Science,Simon LeVay
2008,journalist,2004/10/8,Media,Aram Roston
2008,screenwriter,4/14/08,Media,Judd Apatow
2008,law professor,4/15/08,Academic,Jack Goldsmith
2008,Journalist,4/16/08,Media,Peter Steinfels
2008,actress,4/17/08,Acting,Uma Thurman
2008,Author,2004/2/8,Media,William Safire
2008,us president,4/21/08,Politician,Barack Obama
2008,director,4/22/08,Media,John Waters
2008,journalist,4/23/08,Media,Howard Fineman
2008,actor,4/24/08,Acting,Colin Firth
2008,presidnet,4/28/08,Politician,President Jimmy Carter
2008,Former U.S. Representative,4/29/08,Politician,Newt Gingrich
2008,actor,2004/3/8,Acting,George Clooney
2008,Editor,4/30/08,Media,Robert Schlesinger
2008,actor,2004/7/8,Acting,Nathan Lane
2008,journalist,2004/8/8,Media,Cokie Roberts
2008,Journalist,2004/9/8,Media,Steve Coll
2008,former governor of vermont,2005/1/8,Politician,Howard Dean
2008,university professor,2005/12/8,Academic,Douglas J. Feith
2008,former white house press secretary,5/13/08,Political Aide,Bill Moyers
2008,journalist,5/14/08,Media,John Harwood
2008,actor,5/15/08,Acting,Denis Leary
2008,Author,5/27/08,Media,Matt Taibbi
2008,security expert,5/28/08,Consultant,Fred Burton
2008,Adviser,5/29/08,Consultant,Richard A. Clarke
2008,former majority leader,2005/5/8,Politician,Harry Reid
2008,journalist,2005/6/8,Media,Fareed Zakaria
2008,us senator,2005/7/8,Politician,John McCain
2008,professor,2005/8/8,Academic,David D. Perlmutter
2008,activist,2006/10/8,Advocacy,Ralph Reed
2008,author,2006/11/8,Media,Rick Shenkman
2008,Journalist,2006/12/8,Media,Richard Engel
2008,attorney,6/16/08,Misc,David Iglesias
2008,Journalist,6/17/08,Media,Lara Logan
2008,actor,6/18/08,Acting,Steve Carell
2008,actor,6/19/08,Acting,Mike Myers
2008,Former White House Press Secretary,2006/2/8,Political Aide,Scott McClellan
2008,actor,6/23/08,Acting,James McAvoy
2008,journalist,6/24/08,Media,James Harding
2008,rock band,6/25/08,Musician,Coldplay
2008,Broadcaster,6/26/08,Media,Ted Koppel
2008,humorist,2006/3/8,Media,David Sedaris
2008,broadcaster,2006/4/8,Media,Barbara Walters
2008,actor,2006/5/8,Acting,Adam Sandler
2008,former us senator,2006/9/8,Politician,Jim Webb
2008,journalist,7/14/08,Media,Andrew Ward
2008,actor,7/15/08,Acting,Pierce Brosnan
2008,analyst,7/16/08,Consultant,Kenneth Pollack
2008,actress,7/17/08,Acting,Maggie Gyllenhaal
2008,Author,7/21/08,Media,Richard Bitner
2008,actor,7/22/08,Acting,Will Ferrell and John C. Reilly
2008,actor,7/22/08,Acting,Will Ferrell and John C. Reilly
2008,author,7/23/08,Media,T.J. English
2008,television host,7/24/08,Media,Geo Beach
2008,former speaker of the the house,7/28/08,Politician,Rep. Nancy Pelosi
2008,author,7/29/08,Media,Bill Bishop
2008,author,7/30/08,Media,Ben Wattenberg
2008,journalist,7/31/08,Media,Brian Williams
2008,Journalist,2008/11/8,Media,Ron Suskind
2008,former us senator,2008/12/8,Politician,Mel Martinez
2008,journalist,8/13/08,Media,Philip P. Pan
2008,actor,8/14/08,Acting,Ben Stiller
2008,United States Senator,8/26/08,Politician,Tim Kaine
2008,former governor of vermont,8/27/08,Politician,Howard Dean
2008,former senator,8/28/08,Politician,Evan Bayh
2008,0,8/29/08,,(no guest)
2008,actor,2008/4/8,Acting,Dennis Hopper
2008,actor,2008/5/8,Acting,Seth Rogen
2008,us senator,2008/6/8,Politician,Chuck Schumer
2008,television host,2008/7/8,Media,David Gregory
2008,journalist,9/15/08,Media,Barton Gellman
2008,Comedian,9/16/08,Comedy,Ricky Gervais
